what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333128805
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371333128814
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333130895
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333130986
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333131368
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333132369
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333139021
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333144159
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1371333145147
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333147546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333152257
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333154854
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333155330
closed,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333155331
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1371333156686
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333156802
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333156849
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1371333156860
opened,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333156949
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333157006
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333167155
closed,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333167155
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1371333169676
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333169677
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1371333171602
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333171736
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333171782
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1371333171792
opened,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333171872
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333171904
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333193595
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333193711
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333194063
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1371333195316
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1371333200975
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1371333202656
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1371333202815
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1371333204287
activated,editor,com.omondo.uml.core,3.5.2.v20100509,"com.omondo.uml.ClassDiagramEditor",1371333206310
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333220037
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333220908
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333252529
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1371333266698
